										
Stock Market Data Used in "Irrational Exuberance" Princeton University Press, 2000, 2005, updated										Cyclically
Robert J. Shiller										Adjusted
										Price
				  Consumer						Earnings
	S&P			Price		Long				Ratio
	Comp.	Dividend	Earnings	Index	Date  	Interest	Real	Real	Real	P/E10 or
Date	P	D	E	CPI	Fraction	Rate GS10	Price	Dividend	Earnings	CAPE
1892.03	5.58	0.23	0.35	7.14	1892.21	3.63	184.94	7.46	11.52	19.74
1892.04	5.57	0.23	0.35	7.04	1892.29	3.64	187.11	7.62	11.76	19.94
1892.05	5.57	0.23	0.35	7.04	1892.37	3.65	187.11	7.67	11.84	19.91
1892.06	5.54	0.23	0.36	7.04	1892.46	3.66	186.10	7.73	11.93	19.77
1892.07	5.54	0.23	0.36	7.23	1892.54	3.68	181.20	7.58	11.69	19.21
1892.08	5.62	0.23	0.36	7.33	1892.62	3.69	181.43	7.53	11.62	19.20
1892.09	5.48	0.24	0.36	7.33	1892.71	3.70	176.91	7.59	11.70	18.69
1892.1	5.59	0.24	0.37	7.33	1892.79	3.71	180.46	7.64	11.78	19.04
1892.11	5.57	0.24	0.37	7.52	1892.87	3.73	175.26	7.50	11.56	18.46
1892.12	5.51	0.24	0.37	7.61	1892.96	3.74	171.21	7.46	11.50	18.01
1893.01	5.61	0.24	0.36	7.90	1893.04	3.75	168.01	7.21	10.81	17.66
1893.02	5.51	0.24	0.35	7.99	1893.12	3.75	163.06	7.15	10.41	17.13
1893.03	5.31	0.24	0.34	7.80	1893.21	3.74	160.97	7.35	10.38	16.90
1893.04	5.31	0.24	0.33	7.71	1893.29	3.74	162.96	7.47	10.23	17.10
1893.05	4.84	0.24	0.32	7.61	1893.37	3.73	150.39	7.59	10.07	15.78
1893.06	4.61	0.25	0.32	7.42	1893.46	3.73	146.92	7.81	10.04	15.42
1893.07	4.18	0.25	0.31	7.23	1893.54	3.73	136.72	8.04	10.00	14.35
1893.08	4.08	0.25	0.30	6.95	1893.62	3.72	138.93	8.40	10.10	14.59
1893.09	4.37	0.25	0.29	7.23	1893.71	3.72	142.93	8.10	9.40	15.01
1893.1	4.50	0.25	0.28	7.33	1893.79	3.71	145.27	8.02	8.98	15.27
1893.11	4.57	0.25	0.27	7.14	1893.87	3.71	151.47	8.26	8.92	15.94
1893.12	4.41	0.25	0.26	7.04	1893.96	3.70	148.14	8.40	8.73	15.61
1894.01	4.32	0.25	0.25	6.85	1894.04	3.70	149.15	8.52	8.69	15.74
1894.02	4.38	0.24	0.24	6.76	1894.12	3.68	153.35	8.52	8.52	16.20
1894.03	4.51	0.24	0.24	6.57	1894.21	3.66	162.48	8.65	8.47	17.19
