date	cape-1	cape-3	cape-6	cape-12	cape-24	cape-60	cape-120	shiller-cape	ret-1	ret-3	ret-6	ret-12	ret-24	ret-60	ret-120	rret-1	rret-3	rret-6	rret-12	rret-24	rret-60	rret-120
1896.10	18.08	17.81	17.56	17.53	19.72	16.63	16.44	16.44	0.07	0.03	-0.01	0.18	0.26	0.93	1.37	0.04	0.03	0.01	0.14	0.22	0.60	0.75
1896.11	19.64	18.95	18.49	18.22	20.28	17.33	17.09	17.09	-0.04	-0.05	-0.07	0.06	0.21	0.84	1.27	-0.04	-0.02	-0.01	0.06	0.21	0.56	0.71
1896.12	19.80	18.91	18.21	17.69	19.37	16.79	16.50	16.50	0.00	-0.01	0.01	0.13	0.34	0.88	1.33	0.03	0.02	0.07	0.13	0.32	0.57	0.74
1897.01	20.68	20.16	19.21	18.45	19.76	17.39	17.03	17.03	-0.01	-0.04	0.06	0.16	0.44	0.92	1.27	-0.01	-0.02	0.09	0.12	0.38	0.58	0.66
1897.02	19.15	19.92	19.25	18.42	19.37	17.33	16.89	16.89	0.00	-0.02	0.14	0.17	0.51	0.96	1.22	0.00	0.01	0.12	0.12	0.41	0.61	0.59
1897.03	18.48	19.36	19.34	18.55	19.22	17.46	16.96	16.96	-0.03	0.02	0.19	0.11	0.53	0.96	0.99	-0.02	0.05	0.14	0.06	0.42	0.60	0.44
1897.04	17.54	18.18	18.90	18.25	18.70	17.27	16.70	16.70	0.00	0.10	0.19	0.13	0.60	1.09	1.07	0.02	0.12	0.14	0.06	0.45	0.67	0.47
1897.05	17.02	17.79	18.85	18.55	18.84	17.71	17.05	17.05	0.05	0.16	0.14	0.19	0.52	1.07	0.99	0.05	0.11	0.07	0.04	0.36	0.61	0.36
1897.06	16.96	17.80	18.98	19.26	19.44	18.62	17.85	17.85	0.04	0.17	0.11	0.19	0.42	0.97	0.84	0.04	0.08	0.05	0.10	0.25	0.51	0.25
1897.07	17.16	17.81	18.96	19.89	20.02	19.53	18.65	18.65	0.07	0.08	0.09	0.14	0.41	0.93	0.83	0.02	0.02	0.03	0.07	0.22	0.48	0.24
1897.08	16.93	17.47	18.57	19.95	20.10	19.95	19.01	19.01	0.05	-0.02	0.03	0.11	0.36	0.86	0.59	0.02	-0.04	-0.00	0.09	0.21	0.51	0.13
1897.09	17.49	17.51	18.36	20.02	20.25	20.40	19.37	19.37	-0.03	-0.05	-0.07	0.06	0.28	0.78	0.50	-0.02	-0.03	-0.07	0.07	0.14	0.47	0.10
1897.10	17.15	17.08	17.60	19.35	19.67	20.09	19.03	19.03	-0.04	0.01	-0.05	0.07	0.32	0.78	0.38	-0.04	0.01	-0.07	0.07	0.14	0.35	-0.02
1897.11	15.85	16.31	16.58	18.23	18.77	19.43	18.36	18.36	0.02	0.05	0.05	0.14	0.39	0.77	0.34	0.02	0.03	-0.04	0.14	0.19	0.39	0.00
1897.12	15.75	16.27	16.60	18.10	18.97	19.88	18.75	18.75	0.03	-0.02	0.07	0.19	0.27	0.69	0.38	0.03	-0.03	0.05	0.17	0.07	0.32	0.05
1898.01	15.74	16.18	16.72	18.03	19.28	20.45	19.25	19.25	-0.00	-0.06	0.04	0.25	0.25	0.73	0.40	-0.02	-0.08	0.04	0.23	0.05	0.33	0.08
1898.02	15.32	15.57	16.18	17.26	18.76	20.11	18.92	18.92	-0.05	0.00	0.08	0.30	0.28	0.73	0.36	-0.05	-0.07	0.10	0.26	0.08	0.35	0.07
1898.03	14.68	14.70	15.18	16.10	17.73	19.17	18.04	18.04	-0.02	0.09	0.13	0.38	0.35	0.74	0.48	-0.02	0.09	0.15	0.34	0.14	0.40	0.17
1898.04	14.29	14.36	14.64	15.49	17.22	18.81	17.70	17.71	0.07	0.11	0.13	0.42	0.39	0.70	0.58	-0.00	0.13	0.14	0.36	0.17	0.37	0.24
1898.05	14.07	14.22	14.38	15.15	16.94	18.69	17.60	17.60	0.04	0.08	0.09	0.28	0.24	0.56	0.57	0.11	0.17	0.19	0.31	0.15	0.38	0.31
1898.06	16.57	16.00	16.00	16.68	18.68	20.76	19.54	19.54	0.00	0.04	0.12	0.20	0.16	0.42	0.51	0.02	0.05	0.12	0.14	0.02	0.17	0.18
1898.07	15.62	16.13	16.16	16.76	18.78	21.08	19.86	19.86	0.04	0.01	0.20	0.24	0.15	0.35	0.56	0.04	0.01	0.18	0.14	-0.02	0.10	0.19
1898.08	15.81	16.47	16.59	17.15	19.21	21.79	20.54	20.54	-0.00	0.01	0.20	0.22	0.13	0.26	0.57	-0.00	0.01	0.15	0.11	-0.03	0.02	0.19
1898.09	15.62	15.85	16.35	16.87	18.89	21.67	20.44	20.44	-0.02	0.07	0.22	0.21	0.10	0.23	0.55	-0.02	0.06	0.17	0.06	-0.06	-0.01	0.18
1898.10	15.15	15.30	15.80	16.26	18.20	21.11	19.95	19.95	0.03	0.18	0.26	0.23	0.17	0.22	0.61	0.03	0.16	0.19	0.06	0.01	-0.01	0.21
1898.11	15.50	15.65	16.12	16.58	18.47	21.67	20.53	20.53	0.06	0.19	0.17	0.21	0.22	0.18	0.66	0.05	0.14	0.10	0.04	0.05	-0.03	0.24
1898.12	16.07	16.23	16.50	17.16	18.98	22.54	21.40	21.40	0.08	0.13	0.07	0.07	0.22	0.16	0.60	0.08	0.10	0.02	-0.09	0.08	-0.03	0.19
1899.01	17.38	17.38	17.59	18.30	20.04	24.10	22.93	22.93	0.04	0.07	0.03	0.00	0.16	0.10	0.49	0.01	0.02	-0.04	-0.14	0.02	-0.10	0.13
1899.02	17.01	17.33	17.56	18.27	19.86	24.14	23.05	23.05	0.01	-0.02	0.02	-0.02	0.15	0.03	0.39	0.01	-0.03	-0.03	-0.14	0.05	-0.16	0.07
1899.03	17.21	17.42	17.64	18.33	19.81	24.30	23.28	23.28	0.01	-0.05	-0.00	-0.02	0.17	0.01	0.39	-0.00	-0.08	-0.09	-0.15	0.07	-0.16	0.07
1899.04	16.72	17.05	17.40	18.08	19.46	24.07	23.15	23.15	-0.04	-0.03	-0.02	-0.02	0.26	0.02	0.44	-0.04	-0.06	-0.11	-0.14	0.18	-0.13	0.10
1899.05	15.79	16.09	16.45	17.10	18.37	22.85	22.09	22.09	-0.02	0.04	0.04	-0.03	0.24	0.05	0.55	-0.04	-0.00	-0.06	-0.12	0.17	-0.09	0.17
1899.06	14.81	15.16	15.61	16.17	17.45	21.81	21.21	21.21	0.03	0.05	-0.01	-0.03	0.40	0.07	0.61	0.02	-0.02	-0.10	-0.11	0.33	-0.05	0.22
1899.07	14.94	15.20	15.63	16.27	17.56	22.02	21.56	21.56	0.03	0.01	-0.03	-0.07	0.26	0.08	0.58	0.01	-0.05	-0.11	-0.14	0.20	-0.03	0.22
1899.08	14.92	15.12	15.56	16.25	17.54	22.03	21.73	21.73	-0.01	0.00	-0.04	-0.08	0.25	0.09	0.58	-0.05	-0.06	-0.12	-0.12	0.19	-0.03	0.22
1899.09	14.04	14.21	14.56	15.25	16.46	20.70	20.59	20.59	-0.00	-0.05	-0.02	-0.09	0.26	0.15	0.60	-0.02	-0.09	-0.06	-0.11	0.23	0.06	0.27
1899.10	14.00	13.92	14.16	14.82	15.96	20.09	20.15	20.15	0.02	-0.04	0.00	-0.05	0.25	0.22	0.61	0.01	-0.06	-0.04	-0.05	0.23	0.14	0.27
1899.11	13.93	13.97	14.10	14.74	15.87	19.95	20.20	20.20	-0.07	-0.04	-0.07	0.00	0.25	0.26	0.58	-0.08	-0.06	-0.07	0.02	0.24	0.17	0.24
1899.12	12.68	12.82	12.88	13.41	14.44	18.12	18.51	18.51	0.01	0.04	-0.03	0.14	0.32	0.37	0.71	0.01	0.03	-0.00	0.18	0.30	0.28	0.35
1900.01	12.70	12.85	12.96	13.41	14.47	18.10	18.67	18.67	0.02	0.04	-0.04	0.16	0.33	0.38	0.65	0.01	0.03	-0.03	0.19	0.33	0.29	0.32
